web-scraper-order,web-scraper-start-url,navigation,scoreLink,scoreLink-href,HTeam,ATeam,date,detail
"1716287299-118","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=60","0‑2","https://thefishy.co.uk/livematch2/fc-luzern-v-fc-zurich-718848","FC Luzern","FC Zurich","02-Mar-2022 19:30","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""50""},{""detail"":""Possession""},{""detail"":""50""},{""detail"":""1""},{""detail"":""Shots on Target""},{""detail"":""9""},{""detail"":""6""},{""detail"":""Shots off Target""},{""detail"":""7""},{""detail"":""7""},{""detail"":""Shots Outside Box""},{""detail"":""7""},{""detail"":""N/A""},{""detail"":""Shots Per Goal""},{""detail"":""8""},{""detail"":""5""},{""detail"":""Shots Blocked""},{""detail"":""7""},{""detail"":""7""},{""detail"":""Attempts on Goal""},{""detail"":""16""},{""detail"":""7""},{""detail"":""Saves""},{""detail"":""1""},{""detail"":""5""},{""detail"":""Corners""},{""detail"":""8""},{""detail"":""14""},{""detail"":""Fouls""},{""detail"":""10""},{""detail"":""2""},{""detail"":""Offsides""},{""detail"":""0""},{""detail"":""368""},{""detail"":""Total Passes""},{""detail"":""351""},{""detail"":""254""},{""detail"":""Accurate Passes""},{""detail"":""236""},{""detail"":""69""},{""detail"":""Pass Accuracy(%)""},{""detail"":""67""}]"
"1716287301-119","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=60","1‑2","https://thefishy.co.uk/livematch2/grasshoppers-v-fc-lugano-718847","Grasshoppers","FC Lugano","03-Mar-2022 19:30","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""3""},{""detail"":""55""},{""detail"":""Possession""},{""detail"":""45""},{""detail"":""6""},{""detail"":""Shots on Target""},{""detail"":""4""},{""detail"":""6""},{""detail"":""Shots off Target""},{""detail"":""6""},{""detail"":""7""},{""detail"":""Shots Outside Box""},{""detail"":""3""},{""detail"":""12""},{""detail"":""Shots Per Goal""},{""detail"":""5""},{""detail"":""4""},{""detail"":""Shots Blocked""},{""detail"":""2""},{""detail"":""12""},{""detail"":""Attempts on Goal""},{""detail"":""10""},{""detail"":""2""},{""detail"":""Saves""},{""detail"":""5""},{""detail"":""11""},{""detail"":""Corners""},{""detail"":""6""},{""detail"":""15""},{""detail"":""Fouls""},{""detail"":""8""},{""detail"":""1""},{""detail"":""Offsides""},{""detail"":""1""},{""detail"":""470""},{""detail"":""Total Passes""},{""detail"":""399""},{""detail"":""395""},{""detail"":""Accurate Passes""},{""detail"":""320""},{""detail"":""84""},{""detail"":""Pass Accuracy(%)""},{""detail"":""80""}]"
"1716287303-120","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=60","2‑2","https://thefishy.co.uk/livematch2/basel-v-st-gallen-718846","Basel","St Gallen","03-Mar-2022 19:30","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""66""},{""detail"":""Possession""},{""detail"":""34""},{""detail"":""5""},{""detail"":""Shots on Target""},{""detail"":""7""},{""detail"":""7""},{""detail"":""Shots off Target""},{""detail"":""8""},{""detail"":""5""},{""detail"":""Shots Outside Box""},{""detail"":""5""},{""detail"":""6""},{""detail"":""Shots Per Goal""},{""detail"":""7.5""},{""detail"":""3""},{""detail"":""Shots Blocked""},{""detail"":""1""},{""detail"":""12""},{""detail"":""Attempts on Goal""},{""detail"":""15""},{""detail"":""5""},{""detail"":""Saves""},{""detail"":""3""},{""detail"":""6""},{""detail"":""Corners""},{""detail"":""1""},{""detail"":""8""},{""detail"":""Fouls""},{""detail"":""19""},{""detail"":""642""},{""detail"":""Total Passes""},{""detail"":""337""},{""detail"":""531""},{""detail"":""Accurate Passes""},{""detail"":""243""},{""detail"":""83""},{""detail"":""Pass Accuracy(%)""},{""detail"":""72""}]"
"1716287305-121","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=60","2‑2","https://thefishy.co.uk/livematch2/young-boys-v-fc-luzern-718855","Young Boys","FC Luzern","05-Mar-2022 17:00","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""4""},{""detail"":""46""},{""detail"":""Possession""},{""detail"":""54""},{""detail"":""6""},{""detail"":""Shots on Target""},{""detail"":""7""},{""detail"":""14""},{""detail"":""Shots off Target""},{""detail"":""2""},{""detail"":""10""},{""detail"":""Shots Outside Box""},{""detail"":""7""},{""detail"":""10""},{""detail"":""Shots Per Goal""},{""detail"":""4.5""},{""detail"":""8""},{""detail"":""Shots Blocked""},{""detail"":""1""},{""detail"":""20""},{""detail"":""Attempts on Goal""},{""detail"":""9""},{""detail"":""5""},{""detail"":""Saves""},{""detail"":""3""},{""detail"":""12""},{""detail"":""Corners""},{""detail"":""2""},{""detail"":""13""},{""detail"":""Fouls""},{""detail"":""10""},{""detail"":""0""},{""detail"":""Offsides""},{""detail"":""1""},{""detail"":""397""},{""detail"":""Total Passes""},{""detail"":""503""},{""detail"":""312""},{""detail"":""Accurate Passes""},{""detail"":""399""},{""detail"":""79""},{""detail"":""Pass Accuracy(%)""},{""detail"":""79""}]"
"1716287307-122","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=60","0‑2","https://thefishy.co.uk/livematch2/lausanne-sports-v-fc-zurich-718852","Lausanne Sports","FC Zurich","05-Mar-2022 19:30","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""50""},{""detail"":""Possession""},{""detail"":""50""},{""detail"":""6""},{""detail"":""Shots on Target""},{""detail"":""8""},{""detail"":""9""},{""detail"":""Shots off Target""},{""detail"":""3""},{""detail"":""10""},{""detail"":""Shots Outside Box""},{""detail"":""5""},{""detail"":""N/A""},{""detail"":""Shots Per Goal""},{""detail"":""5.5""},{""detail"":""5""},{""detail"":""Shots Blocked""},{""detail"":""0""},{""detail"":""15""},{""detail"":""Attempts on Goal""},{""detail"":""11""},{""detail"":""6""},{""detail"":""Saves""},{""detail"":""6""},{""detail"":""10""},{""detail"":""Corners""},{""detail"":""2""},{""detail"":""12""},{""detail"":""Fouls""},{""detail"":""11""},{""detail"":""0""},{""detail"":""Offsides""},{""detail"":""2""},{""detail"":""464""},{""detail"":""Total Passes""},{""detail"":""485""},{""detail"":""387""},{""detail"":""Accurate Passes""},{""detail"":""405""},{""detail"":""83""},{""detail"":""Pass Accuracy(%)""},{""detail"":""84""}]"
"1716287312-123","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=45","0‑2","https://thefishy.co.uk/livematch2/fc-lugano-v-basel-718853","FC Lugano","Basel","06-Mar-2022 13:15","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""4""},{""detail"":""62""},{""detail"":""Possession""},{""detail"":""38""},{""detail"":""2""},{""detail"":""Shots on Target""},{""detail"":""3""},{""detail"":""6""},{""detail"":""Shots off Target""},{""detail"":""6""},{""detail"":""6""},{""detail"":""Shots Outside Box""},{""detail"":""3""},{""detail"":""N/A""},{""detail"":""Shots Per Goal""},{""detail"":""4.5""},{""detail"":""4""},{""detail"":""Shots Blocked""},{""detail"":""1""},{""detail"":""8""},{""detail"":""Attempts on Goal""},{""detail"":""9""},{""detail"":""1""},{""detail"":""Saves""},{""detail"":""2""},{""detail"":""4""},{""detail"":""Corners""},{""detail"":""0""},{""detail"":""13""},{""detail"":""Fouls""},{""detail"":""13""},{""detail"":""4""},{""detail"":""Offsides""},{""detail"":""2""},{""detail"":""510""},{""detail"":""Total Passes""},{""detail"":""321""},{""detail"":""423""},{""detail"":""Accurate Passes""},{""detail"":""231""},{""detail"":""83""},{""detail"":""Pass Accuracy(%)""},{""detail"":""72""}]"
"1716287314-124","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=45","1‑1","https://thefishy.co.uk/livematch2/st-gallen-v-fc-sion-718854","St Gallen","FC Sion","06-Mar-2022 15:30","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""1""},{""detail"":""55""},{""detail"":""Possession""},{""detail"":""45""},{""detail"":""5""},{""detail"":""Shots on Target""},{""detail"":""3""},{""detail"":""9""},{""detail"":""Shots off Target""},{""detail"":""2""},{""detail"":""8""},{""detail"":""Shots Outside Box""},{""detail"":""1""},{""detail"":""14""},{""detail"":""Shots Per Goal""},{""detail"":""5""},{""detail"":""8""},{""detail"":""Shots Blocked""},{""detail"":""0""},{""detail"":""14""},{""detail"":""Attempts on Goal""},{""detail"":""5""},{""detail"":""2""},{""detail"":""Saves""},{""detail"":""4""},{""detail"":""7""},{""detail"":""Corners""},{""detail"":""2""},{""detail"":""14""},{""detail"":""Fouls""},{""detail"":""10""},{""detail"":""0""},{""detail"":""Offsides""},{""detail"":""2""},{""detail"":""381""},{""detail"":""Total Passes""},{""detail"":""317""},{""detail"":""271""},{""detail"":""Accurate Passes""},{""detail"":""206""},{""detail"":""71""},{""detail"":""Pass Accuracy(%)""},{""detail"":""65""}]"
"1716287316-125","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=45","2‑4","https://thefishy.co.uk/livematch2/grasshoppers-v-servette-fc-718851","Grasshoppers","Servette FC","06-Mar-2022 15:30","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""2""},{""detail"":""56""},{""detail"":""Possession""},{""detail"":""44""},{""detail"":""4""},{""detail"":""Shots on Target""},{""detail"":""6""},{""detail"":""4""},{""detail"":""Shots off Target""},{""detail"":""8""},{""detail"":""6""},{""detail"":""Shots Outside Box""},{""detail"":""6""},{""detail"":""4""},{""detail"":""Shots Per Goal""},{""detail"":""3.5""},{""detail"":""4""},{""detail"":""Shots Blocked""},{""detail"":""3""},{""detail"":""8""},{""detail"":""Attempts on Goal""},{""detail"":""14""},{""detail"":""3""},{""detail"":""Saves""},{""detail"":""2""},{""detail"":""6""},{""detail"":""Corners""},{""detail"":""5""},{""detail"":""12""},{""detail"":""Fouls""},{""detail"":""6""},{""detail"":""1""},{""detail"":""Offsides""},{""detail"":""0""},{""detail"":""438""},{""detail"":""Total Passes""},{""detail"":""333""},{""detail"":""354""},{""detail"":""Accurate Passes""},{""detail"":""245""},{""detail"":""81""},{""detail"":""Pass Accuracy(%)""},{""detail"":""74""}]"
"1716287318-126","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=45","0‑3","https://thefishy.co.uk/livematch2/fc-zurich-v-st-gallen-718860","FC Zurich","St Gallen","12-Mar-2022 17:00","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""51""},{""detail"":""Possession""},{""detail"":""49""},{""detail"":""6""},{""detail"":""Shots on Target""},{""detail"":""4""},{""detail"":""7""},{""detail"":""Shots off Target""},{""detail"":""7""},{""detail"":""5""},{""detail"":""Shots Outside Box""},{""detail"":""5""},{""detail"":""N/A""},{""detail"":""Shots Per Goal""},{""detail"":""3.7""},{""detail"":""0""},{""detail"":""Shots Blocked""},{""detail"":""4""},{""detail"":""13""},{""detail"":""Attempts on Goal""},{""detail"":""11""},{""detail"":""1""},{""detail"":""Saves""},{""detail"":""6""},{""detail"":""6""},{""detail"":""Corners""},{""detail"":""5""},{""detail"":""9""},{""detail"":""Fouls""},{""detail"":""13""},{""detail"":""6""},{""detail"":""Offsides""},{""detail"":""1""},{""detail"":""392""},{""detail"":""Total Passes""},{""detail"":""392""},{""detail"":""268""},{""detail"":""Accurate Passes""},{""detail"":""249""},{""detail"":""68""},{""detail"":""Pass Accuracy(%)""},{""detail"":""64""}]"
"1716287320-127","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=45","0‑3","https://thefishy.co.uk/livematch2/fc-sion-v-fc-lugano-718859","FC Sion","FC Lugano","12-Mar-2022 19:30","[{""detail"":""3""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""48""},{""detail"":""Possession""},{""detail"":""52""},{""detail"":""2""},{""detail"":""Shots on Target""},{""detail"":""4""},{""detail"":""7""},{""detail"":""Shots off Target""},{""detail"":""7""},{""detail"":""7""},{""detail"":""Shots Outside Box""},{""detail"":""6""},{""detail"":""N/A""},{""detail"":""Shots Per Goal""},{""detail"":""3.7""},{""detail"":""5""},{""detail"":""Shots Blocked""},{""detail"":""2""},{""detail"":""9""},{""detail"":""Attempts on Goal""},{""detail"":""11""},{""detail"":""1""},{""detail"":""Saves""},{""detail"":""2""},{""detail"":""9""},{""detail"":""Corners""},{""detail"":""2""},{""detail"":""13""},{""detail"":""Fouls""},{""detail"":""10""},{""detail"":""1""},{""detail"":""Offsides""},{""detail"":""1""},{""detail"":""434""},{""detail"":""Total Passes""},{""detail"":""483""},{""detail"":""340""},{""detail"":""Accurate Passes""},{""detail"":""391""},{""detail"":""78""},{""detail"":""Pass Accuracy(%)""},{""detail"":""81""}]"
"1716287322-128","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=45","2‑2","https://thefishy.co.uk/livematch2/lausanne-sports-v-young-boys-718857","Lausanne Sports","Young Boys","13-Mar-2022 13:15","[{""detail"":""3""},{""detail"":""Substitutions""},{""detail"":""4""},{""detail"":""35""},{""detail"":""Possession""},{""detail"":""65""},{""detail"":""3""},{""detail"":""Shots on Target""},{""detail"":""5""},{""detail"":""2""},{""detail"":""Shots off Target""},{""detail"":""4""},{""detail"":""3""},{""detail"":""Shots Outside Box""},{""detail"":""12""},{""detail"":""2.5""},{""detail"":""Shots Per Goal""},{""detail"":""4.5""},{""detail"":""1""},{""detail"":""Shots Blocked""},{""detail"":""10""},{""detail"":""5""},{""detail"":""Attempts on Goal""},{""detail"":""9""},{""detail"":""3""},{""detail"":""Saves""},{""detail"":""1""},{""detail"":""0""},{""detail"":""Corners""},{""detail"":""10""},{""detail"":""14""},{""detail"":""Fouls""},{""detail"":""14""},{""detail"":""2""},{""detail"":""Offsides""},{""detail"":""0""},{""detail"":""308""},{""detail"":""Total Passes""},{""detail"":""562""},{""detail"":""236""},{""detail"":""Accurate Passes""},{""detail"":""469""},{""detail"":""77""},{""detail"":""Pass Accuracy(%)""},{""detail"":""83""}]"
"1716287324-129","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=45","1‑0","https://thefishy.co.uk/livematch2/fc-luzern-v-grasshoppers-718858","FC Luzern","Grasshoppers","13-Mar-2022 15:30","[{""detail"":""3""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""52""},{""detail"":""Possession""},{""detail"":""48""},{""detail"":""3""},{""detail"":""Shots on Target""},{""detail"":""1""},{""detail"":""9""},{""detail"":""Shots off Target""},{""detail"":""6""},{""detail"":""4""},{""detail"":""Shots Outside Box""},{""detail"":""5""},{""detail"":""12""},{""detail"":""Shots Per Goal""},{""detail"":""N/A""},{""detail"":""2""},{""detail"":""Shots Blocked""},{""detail"":""4""},{""detail"":""12""},{""detail"":""Attempts on Goal""},{""detail"":""7""},{""detail"":""1""},{""detail"":""Saves""},{""detail"":""3""},{""detail"":""3""},{""detail"":""Corners""},{""detail"":""3""},{""detail"":""10""},{""detail"":""Fouls""},{""detail"":""19""},{""detail"":""4""},{""detail"":""Offsides""},{""detail"":""3""},{""detail"":""415""},{""detail"":""Total Passes""},{""detail"":""387""},{""detail"":""295""},{""detail"":""Accurate Passes""},{""detail"":""277""},{""detail"":""71""},{""detail"":""Pass Accuracy(%)""},{""detail"":""72""}]"
"1716287327-130","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=45","2‑0","https://thefishy.co.uk/livematch2/basel-v-servette-fc-718856","Basel","Servette FC","13-Mar-2022 15:30","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""68""},{""detail"":""Possession""},{""detail"":""32""},{""detail"":""11""},{""detail"":""Shots on Target""},{""detail"":""4""},{""detail"":""9""},{""detail"":""Shots off Target""},{""detail"":""2""},{""detail"":""9""},{""detail"":""Shots Outside Box""},{""detail"":""4""},{""detail"":""10""},{""detail"":""Shots Per Goal""},{""detail"":""N/A""},{""detail"":""3""},{""detail"":""Shots Blocked""},{""detail"":""3""},{""detail"":""20""},{""detail"":""Attempts on Goal""},{""detail"":""6""},{""detail"":""4""},{""detail"":""Saves""},{""detail"":""8""},{""detail"":""5""},{""detail"":""Corners""},{""detail"":""6""},{""detail"":""10""},{""detail"":""Fouls""},{""detail"":""13""},{""detail"":""623""},{""detail"":""Total Passes""},{""detail"":""291""},{""detail"":""543""},{""detail"":""Accurate Passes""},{""detail"":""204""},{""detail"":""87""},{""detail"":""Pass Accuracy(%)""},{""detail"":""70""}]"
"1716287329-131","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=45","3‑2","https://thefishy.co.uk/livematch2/st-gallen-v-fc-luzern-718864","St Gallen","FC Luzern","19-Mar-2022 17:00","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""51""},{""detail"":""Possession""},{""detail"":""49""},{""detail"":""4""},{""detail"":""Shots on Target""},{""detail"":""3""},{""detail"":""2""},{""detail"":""Shots off Target""},{""detail"":""5""},{""detail"":""0""},{""detail"":""Shots Outside Box""},{""detail"":""4""},{""detail"":""2""},{""detail"":""Shots Per Goal""},{""detail"":""4""},{""detail"":""1""},{""detail"":""Shots Blocked""},{""detail"":""3""},{""detail"":""6""},{""detail"":""Attempts on Goal""},{""detail"":""8""},{""detail"":""1""},{""detail"":""Saves""},{""detail"":""1""},{""detail"":""5""},{""detail"":""Corners""},{""detail"":""4""},{""detail"":""17""},{""detail"":""Fouls""},{""detail"":""11""},{""detail"":""3""},{""detail"":""Offsides""},{""detail"":""1""},{""detail"":""383""},{""detail"":""Total Passes""},{""detail"":""365""},{""detail"":""263""},{""detail"":""Accurate Passes""},{""detail"":""248""},{""detail"":""68""},{""detail"":""Pass Accuracy(%)""},{""detail"":""68""}]"
"1716287331-132","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=45","1‑2","https://thefishy.co.uk/livematch2/young-boys-v-fc-zurich-718865","Young Boys","FC Zurich","19-Mar-2022 19:30","[{""detail"":""4""},{""detail"":""Substitutions""},{""detail"":""4""},{""detail"":""60""},{""detail"":""Possession""},{""detail"":""40""},{""detail"":""7""},{""detail"":""Shots on Target""},{""detail"":""7""},{""detail"":""5""},{""detail"":""Shots off Target""},{""detail"":""5""},{""detail"":""6""},{""detail"":""Shots Outside Box""},{""detail"":""3""},{""detail"":""12""},{""detail"":""Shots Per Goal""},{""detail"":""6""},{""detail"":""6""},{""detail"":""Shots Blocked""},{""detail"":""0""},{""detail"":""12""},{""detail"":""Attempts on Goal""},{""detail"":""12""},{""detail"":""5""},{""detail"":""Saves""},{""detail"":""6""},{""detail"":""8""},{""detail"":""Corners""},{""detail"":""3""},{""detail"":""16""},{""detail"":""Fouls""},{""detail"":""12""},{""detail"":""3""},{""detail"":""Offsides""},{""detail"":""3""},{""detail"":""426""},{""detail"":""Total Passes""},{""detail"":""298""},{""detail"":""323""},{""detail"":""Accurate Passes""},{""detail"":""188""},{""detail"":""76""},{""detail"":""Pass Accuracy(%)""},{""detail"":""63""}]"
"1716287333-133","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=45","2‑1","https://thefishy.co.uk/livematch2/servette-fc-v-fc-sion-718863","Servette FC","FC Sion","20-Mar-2022 13:15","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""3""},{""detail"":""48""},{""detail"":""Possession""},{""detail"":""52""},{""detail"":""7""},{""detail"":""Shots on Target""},{""detail"":""1""},{""detail"":""9""},{""detail"":""Shots off Target""},{""detail"":""7""},{""detail"":""9""},{""detail"":""Shots Outside Box""},{""detail"":""5""},{""detail"":""8""},{""detail"":""Shots Per Goal""},{""detail"":""8""},{""detail"":""4""},{""detail"":""Shots Blocked""},{""detail"":""1""},{""detail"":""16""},{""detail"":""Attempts on Goal""},{""detail"":""8""},{""detail"":""0""},{""detail"":""Saves""},{""detail"":""5""},{""detail"":""10""},{""detail"":""Corners""},{""detail"":""1""},{""detail"":""9""},{""detail"":""Fouls""},{""detail"":""11""},{""detail"":""1""},{""detail"":""Offsides""},{""detail"":""0""},{""detail"":""380""},{""detail"":""Total Passes""},{""detail"":""431""},{""detail"":""293""},{""detail"":""Accurate Passes""},{""detail"":""331""},{""detail"":""77""},{""detail"":""Pass Accuracy(%)""},{""detail"":""77""}]"
"1716287335-134","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=45","2‑4","https://thefishy.co.uk/livematch2/grasshoppers-v-basel-718861","Grasshoppers","Basel","20-Mar-2022 15:30","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""47""},{""detail"":""Possession""},{""detail"":""53""},{""detail"":""5""},{""detail"":""Shots on Target""},{""detail"":""5""},{""detail"":""4""},{""detail"":""Shots off Target""},{""detail"":""5""},{""detail"":""3""},{""detail"":""Shots Outside Box""},{""detail"":""4""},{""detail"":""4.5""},{""detail"":""Shots Per Goal""},{""detail"":""2.5""},{""detail"":""6""},{""detail"":""Shots Blocked""},{""detail"":""1""},{""detail"":""9""},{""detail"":""Attempts on Goal""},{""detail"":""10""},{""detail"":""1""},{""detail"":""Saves""},{""detail"":""3""},{""detail"":""9""},{""detail"":""Corners""},{""detail"":""3""},{""detail"":""17""},{""detail"":""Fouls""},{""detail"":""6""},{""detail"":""0""},{""detail"":""Offsides""},{""detail"":""2""},{""detail"":""386""},{""detail"":""Total Passes""},{""detail"":""460""},{""detail"":""302""},{""detail"":""Accurate Passes""},{""detail"":""381""},{""detail"":""78""},{""detail"":""Pass Accuracy(%)""},{""detail"":""83""}]"
"1716287337-135","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=45","3‑1","https://thefishy.co.uk/livematch2/fc-lugano-v-lausanne-sports-718862","FC Lugano","Lausanne Sports","20-Mar-2022 15:30","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""4""},{""detail"":""58""},{""detail"":""Possession""},{""detail"":""42""},{""detail"":""8""},{""detail"":""Shots on Target""},{""detail"":""3""},{""detail"":""4""},{""detail"":""Shots off Target""},{""detail"":""4""},{""detail"":""3""},{""detail"":""Shots Outside Box""},{""detail"":""3""},{""detail"":""4""},{""detail"":""Shots Per Goal""},{""detail"":""7""},{""detail"":""5""},{""detail"":""Shots Blocked""},{""detail"":""2""},{""detail"":""12""},{""detail"":""Attempts on Goal""},{""detail"":""7""},{""detail"":""2""},{""detail"":""Saves""},{""detail"":""5""},{""detail"":""3""},{""detail"":""Corners""},{""detail"":""3""},{""detail"":""19""},{""detail"":""Fouls""},{""detail"":""15""},{""detail"":""3""},{""detail"":""Offsides""},{""detail"":""1""},{""detail"":""525""},{""detail"":""Total Passes""},{""detail"":""372""},{""detail"":""421""},{""detail"":""Accurate Passes""},{""detail"":""296""},{""detail"":""80""},{""detail"":""Pass Accuracy(%)""},{""detail"":""80""}]"
"1716287340-136","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=45","1‑1","https://thefishy.co.uk/livematch2/fc-zurich-v-grasshoppers-718870","FC Zurich","Grasshoppers","02-Apr-2022 16:30","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""4""},{""detail"":""64""},{""detail"":""Possession""},{""detail"":""36""},{""detail"":""7""},{""detail"":""Shots on Target""},{""detail"":""2""},{""detail"":""7""},{""detail"":""Shots off Target""},{""detail"":""6""},{""detail"":""6""},{""detail"":""Shots Outside Box""},{""detail"":""2""},{""detail"":""14""},{""detail"":""Shots Per Goal""},{""detail"":""8""},{""detail"":""7""},{""detail"":""Shots Blocked""},{""detail"":""2""},{""detail"":""14""},{""detail"":""Attempts on Goal""},{""detail"":""8""},{""detail"":""1""},{""detail"":""Saves""},{""detail"":""6""},{""detail"":""9""},{""detail"":""Corners""},{""detail"":""3""},{""detail"":""7""},{""detail"":""Fouls""},{""detail"":""16""},{""detail"":""1""},{""detail"":""Offsides""},{""detail"":""4""},{""detail"":""491""},{""detail"":""Total Passes""},{""detail"":""287""},{""detail"":""381""},{""detail"":""Accurate Passes""},{""detail"":""191""},{""detail"":""78""},{""detail"":""Pass Accuracy(%)""},{""detail"":""67""}]"
"1716287342-137","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=45","0‑3","https://thefishy.co.uk/livematch2/fc-sion-v-st-gallen-718869","FC Sion","St Gallen","02-Apr-2022 19:30","[{""detail"":""4""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""49""},{""detail"":""Possession""},{""detail"":""51""},{""detail"":""3""},{""detail"":""Shots on Target""},{""detail"":""7""},{""detail"":""4""},{""detail"":""Shots off Target""},{""detail"":""7""},{""detail"":""4""},{""detail"":""Shots Outside Box""},{""detail"":""6""},{""detail"":""N/A""},{""detail"":""Shots Per Goal""},{""detail"":""4.7""},{""detail"":""3""},{""detail"":""Shots Blocked""},{""detail"":""3""},{""detail"":""7""},{""detail"":""Attempts on Goal""},{""detail"":""14""},{""detail"":""4""},{""detail"":""Saves""},{""detail"":""3""},{""detail"":""3""},{""detail"":""Corners""},{""detail"":""8""},{""detail"":""9""},{""detail"":""Fouls""},{""detail"":""12""},{""detail"":""2""},{""detail"":""Offsides""},{""detail"":""3""},{""detail"":""416""},{""detail"":""Total Passes""},{""detail"":""439""},{""detail"":""305""},{""detail"":""Accurate Passes""},{""detail"":""329""},{""detail"":""73""},{""detail"":""Pass Accuracy(%)""},{""detail"":""75""}]"
"1716287346-138","https://thefishy.co.uk/football-results.php?table=38&season=19","https://thefishy.co.uk/football-results.php?table=38&season=19&begin=30","2‑2","https://thefishy.co.uk/livematch2/fc-luzern-v-fc-lugano-718868","FC Luzern","FC Lugano","03-Apr-2022 13:15","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""60""},{""detail"":""Possession""},{""detail"":""40""},{""detail"":""8""},{""detail"":""Shots on Target""},{""detail"":""5""},{""detail"":""12""},{""detail"":""Shots off Target""},{""detail"":""9""},{""detail"":""9""},{""detail"":""Shots Outside Box""},{""detail"":""6""},{""detail"":""10""},{""detail"":""Shots Per Goal""},{""detail"":""7""},{""detail"":""5""},{""detail"":""Shots Blocked""},{""detail"":""1""},{""detail"":""20""},{""detail"":""Attempts on Goal""},{""detail"":""14""},{""detail"":""3""},{""detail"":""Saves""},{""detail"":""6""},{""detail"":""6""},{""detail"":""Corners""},{""detail"":""4""},{""detail"":""10""},{""detail"":""Fouls""},{""detail"":""15""},{""detail"":""1""},{""detail"":""Offsides""},{""detail"":""2""},{""detail"":""567""},{""detail"":""Total Passes""},{""detail"":""374""},{""detail"":""471""},{""detail"":""Accurate Passes""},{""detail"":""271""},{""detail"":""83""},{""detail"":""Pass Accuracy(%)""},{""detail"":""72""}]"
